Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
57,57Aw03,3,1,Aw03,Aw03,Aw03,to,to,to,3,2,Function,WordNotInVocabulary,ADP
57,57Aw04,4,1,Aw04,Middle1,Middle1,privacy,privacy,privacy,4,7,Content,0.16883925,NOUN
57,57Aw05,5,1,Aw05,Middle1,Middle1,is,is,is,5,2,Content,0.097747415,AUX
57,57Aw06,6,1,Aw06,Middle1,Middle1,inseparable,inseparable,inseparable,6,11,Content,0.13521202,ADJ
57,57Aw07,7,1,Aw07,Middle1,Middle1,from,from,from,7,4,Function,0.04656814,ADP
57,57Aw08,8,1,Aw08,Middle1,Middle1,our,our,our,8,3,Function,0.27543673,PRON
57,57Aw09,9,1,Aw09,AEN-2,AEN-2,idea,idea,idea,9,4,Content,0.23654135,NOUN
57,57Aw10,10,1,Aw10,AEN-1,AEN-1,of,of,of,10,2,Function,WordNotInVocabulary,ADP
57,57Aw11,11,1,Aw11,AEN,AEN,trust.,trust.,trust,11,5,Content,0.33733115,NOUN
57,57Bw01,12,2,Bw01,Bw01,Bw01,If,If,If,1,2,Function,,SCONJ
57,57Bw02,13,2,Bw02,Bw02,Bw02,you,you,you,2,3,Function,NA,PRON
57,57Bw03,14,2,Bw03,Bw03,Bw03,trust,trust,trust,3,5,Content,NA,NOUN
57,57Bw04,15,2,Bw04,Middle2,Middle2,"someone,","someone,",someone,4,7,Content,0.15176538,PRON
57,57Bw05,16,2,Bw05,Middle2,Middle2,you,you,you,5,3,Function,0.44416457,PRON
57,57Bw06,17,2,Bw06,Middle2,Middle2,may,may,may,6,3,Function,0.25168797,AUX
57,57Bw07,18,2,Bw07,Middle2,Middle2,be,be,be,7,2,Content,0.23298685,AUX
57,57Bw08,19,2,Bw08,Middle2,Middle2,more,more,more,8,4,Content,0.24061462,ADJ
57,57Bw09,20,2,Bw09,Middle2,Middle2,willing,willing,willing,9,7,Content,0.26431385,ADJ
57,57Bw10,21,2,Bw10,Middle2,Middle2,to,to,to,10,2,Function,WordNotInVocabulary,ADP
57,57Bw11,22,2,Bw11,Middle2,Middle2,divulge,divulge,divulge,11,7,Content,0.19673927,VERB
57,57Bw12,23,2,Bw12,Middle2,Middle2,personal,personal,personal,12,8,Content,0.3388919,ADJ
57,57Bw13,24,2,Bw13,BEN-2,BEN-2,information,information,information,13,11,Content,0.3280637,NOUN
57,57Bw14,25,2,Bw14,BEN-1,BEN-1,to,to,to,14,2,Function,WordNotInVocabulary,ADP
57,57Bw15,26,2,Bw15,BEN,BEN,them.,them.,them,15,4,Function,0.44704172,PRON
58,58Aw01,1,1,Aw01,Aw01,Aw01,Businesses,Businesses,Businesses,1,10,Content,,NOUN
58,58Aw02,2,1,Aw02,Aw02,Aw02,do,do,do,2,2,Content,0.15198225,VERB
58,58Aw03,3,1,Aw03,Aw03,Aw03,themselves,themselves,themselves,3,10,Function,0.3092493,PRON
58,58Aw04,4,1,Aw04,Middle1,Middle1,a,a,a,4,1,Function,WordNotInVocabulary,INTJ
58,58Aw05,5,1,Aw05,Middle1,Middle1,disservice,disservice,disservice,5,10,Content,0.23699671,NOUN
58,58Aw06,6,1,Aw06,Middle1,Middle1,by,by,by,6,2,Function,0.07736471,ADP
58,58Aw07,7,1,Aw07,Middle1,Middle1,shying,shying,shying,7,6,Content,0.11704238,VERB
58,58Aw08,8,1,Aw08,Middle1,Middle1,away,away,away,8,4,Content,0.26920307,ADV
58,58Aw09,9,1,Aw09,AEN-2,AEN-2,from,from,from,9,4,Function,0.24130945,ADP
58,58Aw10,10,1,Aw10,AEN-1,AEN-1,older,older,older,10,5,Content,0.18217802,PROPN
58,58Aw11,11,1,Aw11,AEN,AEN,workers.,workers.,workers,11,7,Content,0.1506106,NOUN
58,58Bw01,12,2,Bw01,Bw01,Bw01,Rather,Rather,Rather,1,6,Content,,ADV
58,58Bw02,13,2,Bw02,Bw02,Bw02,than,than,than,2,4,Function,0.494066,ADP
58,58Bw03,14,2,Bw03,Bw03,Bw03,worrying,worrying,worrying,3,8,Content,0.21114543,ADJ
58,58Bw04,15,2,Bw04,Middle2,Middle2,about,about,about,4,5,Function,0.3182527,ADP
58,58Bw05,16,2,Bw05,Middle2,Middle2,only,only,only,5,4,Content,0.27084935,ADV
58,58Bw06,17,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.39548537,PRON
58,58Bw07,18,2,Bw07,Middle2,Middle2,potential,potential,potential,7,9,Content,0.21904977,ADJ
58,58Bw08,19,2,Bw08,Middle2,Middle2,cost,cost,cost,8,4,Content,0.27693775,NOUN
58,58Bw09,20,2,Bw09,Middle2,Middle2,of,of,of,9,2,Function,WordNotInVocabulary,ADP
58,58Bw10,21,2,Bw10,Middle2,Middle2,a,a,a,10,1,Function,WordNotInVocabulary,INTJ
58,58Bw11,22,2,Bw11,Middle2,Middle2,more,more,more,11,4,Content,0.43202105,ADJ
58,58Bw12,23,2,Bw12,Middle2,Middle2,experienced,experienced,experienced,12,11,Content,0.21633019,VERB
58,58Bw13,24,2,Bw13,Middle2,Middle2,"worker,","worker,",worker,13,6,Content,0.04392022,NOUN
58,58Bw14,25,2,Bw14,Middle2,Middle2,hiring,hiring,hiring,14,6,Content,0.25078738,NOUN
58,58Bw15,26,2,Bw15,Middle2,Middle2,managers,managers,managers,15,8,Content,0.35364544,NOUN
58,58Bw16,27,2,Bw16,Middle2,Middle2,should,should,should,16,6,Function,0.34295785,AUX
58,58Bw17,28,2,Bw17,Middle2,Middle2,also,also,also,17,4,Content,0.31383497,ADV
58,58Bw18,29,2,Bw18,Middle2,Middle2,consider,consider,consider,18,8,Content,0.33282658,VERB
58,58Bw19,30,2,Bw19,Middle2,Middle2,the,the,the,19,3,Function,0.39826176,PRON
58,58Bw20,31,2,Bw20,Middle2,Middle2,benefits,benefits,benefits,20,8,Content,0.31578842,NOUN
58,58Bw21,32,2,Bw21,BEN-2,BEN-2,of,of,of,21,2,Function,WordNotInVocabulary,ADP
58,58Bw22,33,2,Bw22,BEN-1,BEN-1,hiring,hiring,hiring,22,6,Content,0.49802682,NOUN
58,58Bw23,34,2,Bw23,BEN,BEN,them.,them.,them,23,4,Function,0.3540621,PRON
59,59Aw01,1,1,Aw01,Aw01,Aw01,Earth,Earth,Earth,1,5,Content,,PROPN
59,59Aw02,2,1,Aw02,Aw02,Aw02,is,is,is,2,2,Content,0.13291027,AUX
59,59Aw03,3,1,Aw03,Aw03,Aw03,"warming,","warming,",warming,3,7,Content,0.19518203,NOUN
59,59Aw04,4,1,Aw04,Middle1,Middle1,and,and,and,4,3,Function,WordNotInVocabulary,CCONJ
59,59Aw05,5,1,Aw05,AEN-2,AEN-2,we,we,we,5,2,Function,0.23185155,PRON
59,59Aw06,6,1,Aw06,AEN-1,AEN-1,know,know,know,6,4,Content,0.2533119,VERB
59,59Aw07,7,1,Aw07,AEN,AEN,why.,why.,why,7,3,Content,0.31093797,SCONJ
59,59Bw01,8,2,Bw01,Bw01,Bw01,Light,Light,Light,1,5,Content,,PROPN
59,59Bw02,9,2,Bw02,Bw02,Bw02,is,is,is,2,2,Content,0.06717849,AUX
59,59Bw03,10,2,Bw03,Bw03,Bw03,reflected,reflected,reflected,3,9,Content,0.26095507,VERB
59,59Bw04,11,2,Bw04,Middle2,Middle2,and,and,and,4,3,Function,WordNotInVocabulary,CCONJ
59,59Bw05,12,2,Bw05,Middle2,Middle2,absorbed,absorbed,absorbed,5,8,Content,0.22420278,VERB
59,59Bw06,13,2,Bw06,Middle2,Middle2,by,by,by,6,2,Function,0.18127656,ADP
59,59Bw07,14,2,Bw07,Middle2,Middle2,"clouds,","clouds,",clouds,7,6,Content,0.22508092,NOUN
59,59Bw08,15,2,Bw08,Middle2,Middle2,"air,","air,",air,8,3,Content,0.25641266,NOUN
59,59Bw09,16,2,Bw09,Middle2,Middle2,"oceans,","oceans,",oceans,9,6,Content,0.26044315,NOUN
59,59Bw10,17,2,Bw10,BEN-2,BEN-2,ice,ice,ice,10,3,Content,0.32844776,NOUN
59,59Bw11,18,2,Bw11,BEN-1,BEN-1,and,and,and,11,3,Function,WordNotInVocabulary,CCONJ
59,59Bw12,19,2,Bw12,BEN,BEN,land.,land.,land,12,4,Content,0.23986642,NOUN
60,60Aw01,1,1,Aw01,Aw01,Aw01,Nobody,Nobody,Nobody,1,6,Content,,PRON
60,60Aw02,2,1,Aw02,Aw02,Aw02,ever,ever,ever,2,4,Content,0.34923384,ADV
60,60Aw03,3,1,Aw03,Aw03,Aw03,really,really,really,3,6,Content,0.5269917,ADV
60,60Aw04,4,1,Aw04,Middle1,Middle1,tells,tells,tells,4,5,Content,0.20105064,VERB
60,60Aw05,5,1,Aw05,Middle1,Middle1,you,you,you,5,3,Function,0.509923,PRON
60,60Aw06,6,1,Aw06,AEN-2,AEN-2,how,how,how,6,3,Content,0.45654732,SCONJ
60,60Aw07,7,1,Aw07,AEN-1,AEN-1,to,to,to,7,2,Function,WordNotInVocabulary,ADP
60,60Aw08,8,1,Aw08,AEN,AEN,breathe.,breathe.,breathe,8,7,Content,0.22304665,VERB
60,60Bw01,9,2,Bw01,Bw01,Bw01,You,You,You,1,3,Function,,PRON
60,60Bw02,10,2,Bw02,Bw02,Bw02,just,just,just,2,4,Content,NA,ADV
60,60Bw03,11,2,Bw03,Bw03,Bw03,know,know,know,3,4,Content,0.50251544,VERB
60,60Bw04,12,2,Bw04,Middle2,Middle2,how,how,how,4,3,Content,0.48883605,SCONJ
60,60Bw05,13,2,Bw05,BEN-2,BEN-2,to,to,to,5,2,Function,WordNotInVocabulary,ADP
60,60Bw06,14,2,Bw06,BEN-1,BEN-1,do,do,do,6,2,Content,0.7001988,VERB
60,60Bw07,15,2,Bw07,BEN,BEN,it.,it.,it,7,2,Function,0.60337234,PRON
61,61Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
61,61Aw02,2,1,Aw02,Aw02,Aw02,immense,immense,immense,2,7,Content,NA,ADJ
61,61Aw03,3,1,Aw03,Aw03,Aw03,wall,wall,wall,3,4,Content,0.1581534,NOUN
61,61Aw04,4,1,Aw04,Middle1,Middle1,of,of,of,4,2,Function,WordNotInVocabulary,ADP
61,61Aw05,5,1,Aw05,Middle1,Middle1,"crumbling,","crumbling,",crumbling,5,9,Content,0.27923477,VERB
61,61Aw06,6,1,Aw06,Middle1,Middle1,whitewashed,whitewashed,whitewashed,6,11,Content,0.32838905,VERB
61,61Aw07,7,1,Aw07,Middle1,Middle1,stone,stone,stone,7,5,Content,0.4022779,NOUN
61,61Aw08,8,1,Aw08,Middle1,Middle1,might,might,might,8,5,Function,0.13052592,ADV
61,61Aw09,9,1,Aw09,Middle1,Middle1,have,have,have,9,4,Content,0.14191167,VERB
61,61Aw10,10,1,Aw10,Middle1,Middle1,belonged,belonged,belonged,10,8,Content,0.17732327,VERB
61,61Aw11,11,1,Aw11,Middle1,Middle1,to,to,to,11,2,Function,WordNotInVocabulary,ADP
61,61Aw12,12,1,Aw12,AEN-2,AEN-2,an,an,an,12,2,Function,0.060008876,PRON
61,61Aw13,13,1,Aw13,AEN-1,AEN-1,abandoned,abandoned,abandoned,13,9,Content,0.3878883,VERB
61,61Aw14,14,1,Aw14,AEN,AEN,castle.,castle.,castle,14,6,Content,0.35029924,NOUN
61,61Bw01,15,2,Bw01,Bw01,Bw01,Turrets,Turrets,Turrets,1,7,Content,,NOUN
61,61Bw02,16,2,Bw02,Bw02,Bw02,lined,lined,lined,2,5,Content,0.11319245,VERB
61,61Bw03,17,2,Bw03,Bw03,Bw03,a,a,a,3,1,Function,WordNotInVocabulary,INTJ
61,61Bw04,18,2,Bw04,Middle2,Middle2,roof,roof,roof,4,4,Content,0.2571848,NOUN
61,61Bw05,19,2,Bw05,Middle2,Middle2,that,that,that,5,4,Function,0.023990296,SCONJ
61,61Bw06,20,2,Bw06,Middle2,Middle2,was,was,was,6,3,Content,0.002070442,AUX
61,61Bw07,21,2,Bw07,Middle2,Middle2,no,no,no,7,2,Content,0.11625398,INTJ
61,61Bw08,22,2,Bw08,Middle2,Middle2,longer,longer,longer,8,6,Content,0.023454387,ADJ
61,61Bw09,23,2,Bw09,Middle2,Middle2,"there,","there,",there,9,5,Content,0.2822788,ADV
61,61Bw10,24,2,Bw10,Middle2,Middle2,and,and,and,10,3,Function,WordNotInVocabulary,CCONJ
61,61Bw11,25,2,Bw11,Middle2,Middle2,watchtowers,watchtowers,watchtowers,11,11,Content,0.34164667,NOUN
61,61Bw12,26,2,Bw12,Middle2,Middle2,poked,poked,poked,12,5,Content,0.2548425,VERB
61,61Bw13,27,2,Bw13,Middle2,Middle2,the,the,the,13,3,Function,0.2550063,PRON
61,61Bw14,28,2,Bw14,Middle2,Middle2,sky,sky,sky,14,3,Content,0.350985,NOUN
61,61Bw15,29,2,Bw15,BEN-2,BEN-2,at,at,at,15,2,Function,0.15576185,ADP
61,61Bw16,30,2,Bw16,BEN-1,BEN-1,each,each,each,16,4,Function,0.14420658,PRON
61,61Bw17,31,2,Bw17,BEN,BEN,corner.,corner.,corner,17,6,Content,0.337721,NOUN
62,62Aw01,1,1,Aw01,Aw01,Aw01,You,You,You,1,3,Function,,PRON
62,62Aw02,2,1,Aw02,Aw02,Aw02,never,never,never,2,5,Content,NA,ADV
62,62Aw03,3,1,Aw03,Aw03,Aw03,know,know,know,3,4,Content,0.4364746,VERB
62,62Aw04,4,1,Aw04,Middle1,Middle1,where,where,where,4,5,Content,0.4116239,SCONJ
62,62Aw05,5,1,Aw05,Middle1,Middle1,you,you,you,5,3,Function,0.45588803,PRON
62,62Aw06,6,1,Aw06,AEN-2,AEN-2,will,will,will,6,4,Function,0.15371445,AUX
62,62Aw07,7,1,Aw07,AEN-1,AEN-1,find,find,find,7,4,Content,0.3706949,VERB
62,62Aw08,8,1,Aw08,AEN,AEN,love.,love.,love,8,4,Content,0.41126844,NOUN
62,62Bw01,9,2,Bw01,Bw01,Bw01,Even,Even,Even,1,4,Content,,ADV
62,62Bw02,10,2,Bw02,Bw02,Bw02,on,on,on,2,2,Function,0.16207197,ADP
62,62Bw03,11,2,Bw03,Bw03,Bw03,a,a,a,3,1,Function,WordNotInVocabulary,INTJ
62,62Bw04,12,2,Bw04,Middle2,Middle2,crowded,crowded,crowded,4,7,Content,0.21111998,ADJ
62,62Bw05,13,2,Bw05,Middle2,Middle2,airplane,airplane,airplane,5,8,Content,0.1683018,NOUN
62,62Bw06,14,2,Bw06,Middle2,Middle2,or,or,or,6,2,Function,0.22942008,CCONJ
62,62Bw07,15,2,Bw07,BEN-2,BEN-2,a,a,a,7,1,Function,WordNotInVocabulary,INTJ
62,62Bw08,16,2,Bw08,BEN-1,BEN-1,cruise,cruise,cruise,8,6,Content,0.26029113,NOUN
62,62Bw09,17,2,Bw09,BEN,BEN,ship.,ship.,ship,9,4,Content,0.38295364,NOUN
63,63Aw01,1,1,Aw01,Aw01,Aw01,Imagine,Imagine,Imagine,1,7,Content,,VERB
63,63Aw02,2,1,Aw02,Aw02,Aw02,an,an,an,2,2,Function,0.06466866,PRON
63,63Aw03,3,1,Aw03,Aw03,Aw03,animal,animal,animal,3,6,Content,0.026519548,NOUN
63,63Aw04,4,1,Aw04,Middle1,Middle1,that,that,that,4,4,Function,0.17342632,SCONJ
63,63Aw05,5,1,Aw05,Middle1,Middle1,looks,looks,looks,5,5,Content,0.26222157,VERB
63,63Aw06,6,1,Aw06,Middle1,Middle1,like,like,like,6,4,Function,0.4583086,INTJ
63,63Aw07,7,1,Aw07,Middle1,Middle1,a,a,a,7,1,Function,WordNotInVocabulary,INTJ
63,63Aw08,8,1,Aw08,Middle1,Middle1,"dinosaur,","dinosaur,",dinosaur,8,8,Content,0.29804388,NOUN
63,63Aw09,9,1,Aw09,Middle1,Middle1,and,and,and,9,3,Function,WordNotInVocabulary,CCONJ
63,63Aw10,10,1,Aw10,Middle1,Middle1,you,you,you,10,3,Function,0.31789878,PRON
63,63Aw11,11,1,Aw11,Middle1,Middle1,probably,probably,probably,11,8,Content,0.37451532,ADV
63,63Aw12,12,1,Aw12,Middle1,Middle1,will,will,will,12,4,Function,0.202026,AUX
63,63Aw13,13,1,Aw13,Middle1,Middle1,not,not,not,13,3,Content,0.35246044,PART
63,63Aw14,14,1,Aw14,AEN-2,AEN-2,imagine,imagine,imagine,14,7,Content,0.56568205,VERB
63,63Aw15,15,1,Aw15,AEN-1,AEN-1,a,a,a,15,1,Function,WordNotInVocabulary,INTJ
63,63Aw16,16,1,Aw16,AEN,AEN,bat.,bat.,bat,16,3,Content,0.20543744,NOUN
63,63Bw01,17,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,,CCONJ
63,63Bw02,18,2,Bw02,BEN-2,Bw02,that,that,that,2,4,Function,NA,SCONJ
63,63Bw03,19,2,Bw03,BEN-1,Bw03,may,may,may,3,3,Function,NA,AUX
63,63Bw04,20,2,Bw04,BEN,BEN,change.,change.,change,4,6,Content,NA,NOUN
